209 -17.276545	 0.065776	 0.011562	 0.057440	 0.038066	 0.080222	 0.321076	 0.104614	 0.229684
210 18.183300	 0.080651	 0.011361	 0.049731	 0.018078	 0.106480	 0.428221	 0.109195	 0.307297
211 19.271933	 0.047708	 0.023967	 0.058098	 0.039408	 0.069781	 0.262394	 0.078492	 0.139609
212 -19.728199	 0.107672	 0.020144	 0.062827	 0.027445	 0.065823	 0.369327	 0.121007	 0.257707
213 18.046684	 0.116409	 0.014867	 0.066352	 0.022655	 0.092359	 0.437677	 0.119493	 0.310280
214 -18.354883	 0.094736	 0.032460	 0.074452	 0.068780	 0.083339	 0.237670	 0.089002	 0.170539
215 18.768099	 0.090813	 0.012248	 0.092062	 0.022463	 0.137870	 0.433240	 0.105494	 0.311655
216 -15.781874	 0.097356	 0.024536	 0.056622	 0.068732	 0.117308	 0.222852	 0.134594	 0.135389
217 17.502853	 0.051407	 0.016242	 0.076405	 0.042903	 0.076029	 0.341056	 0.065071	 0.238882
218 -19.521223	 0.031316	 0.024713	 0.062304	 0.068995	 0.049018	 0.215061	 0.099417	 0.130763
219 17.314003	 0.036132	 0.037899	 0.068800	 0.054818	 0.094245	 0.113285	 0.142990	 0.107424
220 12.883612	 0.062577	 0.024984	 0.101344	 0.047125	 0.122196	 0.222232	 0.097750	 0.132934
221 18.380751	 0.044625	 0.015711	 0.031289	 0.021777	 0.052864	 0.440422	 0.052359	 0.307379
222 -16.159674	 0.051488	 0.034274	 0.054713	 0.070315	 0.092346	 0.122499	 0.144447	 0.142451
223 -17.922531	 0.022116	 0.036765	 0.065692	 0.052872	 0.074218	 0.245758	 0.119962	 0.170482
224 -18.480335	 0.028441	 0.022322	 0.051020	 0.025281	 0.071424	 0.290275	 0.079485	 0.181398
225 -19.419577	 0.068333	 0.017021	 0.039480	 0.047040	 0.077611	 0.199498	 0.079286	 0.118661
226 -16.921610	 0.050164	 0.015160	 0.045180	 0.039684	 0.108214	 0.306621	 0.100601	 0.199427
227 19.491798	 0.052357	 0.021289	 0.040163	 0.067981	 0.062383	 0.154618	 0.101192	 0.097385
228 -17.413033	 0.067950	 0.024750	 0.052614	 0.032415	 0.108417	 0.205575	 0.117701	 0.147472
229 18.817131	 0.135880	 0.033580	 0.064388	 0.040390	 0.090155	 0.153730	 0.111133	 0.116551
230 18.390554	 0.101766	 0.016373	 0.070716	 0.031901	 0.073301	 0.123128	 0.134868	 0.106002
231 17.892431	 0.058582	 0.013749	 0.040388	 0.025475	 0.106446	 0.328917	 0.090775	 0.213100
232 -16.047422	 0.040107	 0.028334	 0.039816	 0.028485	 0.059224	 0.210267	 0.108803	 0.143521
233 13.561680	 0.097845	 0.012277	 0.094651	 0.037339	 0.154791	 0.222303	 0.131311	 0.132134
234 -17.348833	 0.063967	 0.014708	 0.040377	 0.042400	 0.062810	 0.168449	 0.111668	 0.109915
235 -18.530285	 0.095273	 0.025356	 0.057316	 0.061221	 0.081129	 0.161322	 0.117956	 0.115072
236 17.657768	 0.053198	 0.040074	 0.035542	 0.071525	 0.135796	 0.328195	 0.105152	 0.210679
237 -18.752901	 0.041979	 0.018218	 0.069575	 0.032487	 0.070723	 0.203810	 0.123975	 0.151578
238 -18.091875	 0.031777	 0.012355	 0.053047	 0.046879	 0.099650	 0.179067	 0.123635	 0.122846
239 -18.485792	 0.031132	 0.011345	 0.081346	 0.043368	 0.090832	 0.304578	 0.105000	 0.211050
240 -18.665426	 0.035867	 0.030495	 0.034411	 0.057395	 0.057058	 0.321719	 0.064690	 0.196142
241 -17.927219	 0.077655	 0.035045	 0.064474	 0.046680	 0.083717	 0.232965	 0.095814	 0.133600
242 -19.664303	 0.071290	 0.020543	 0.052251	 0.061373	 0.125120	 0.180769	 0.085170	 0.127676
243 19.492102	 0.073270	 0.034237	 0.071039	 0.035538	 0.084305	 0.195153	 0.099737	 0.118633
244 -18.777514	 0.054376	 0.024146	 0.057026	 0.066769	 0.057167	 0.263887	 0.087224	 0.165250
245 -17.587309	 0.010420	 0.027320	 0.073522	 0.047991	 0.113738	 0.141422	 0.093958	 0.138034
246 -16.993069	 0.047375	 0.038367	 0.048788	 0.024973	 0.129636	 0.120786	 0.132878	 0.140245
247 -16.875544	 0.110524	 0.032906	 0.049414	 0.062945	 0.102362	 0.196240	 0.118833	 0.121617
248 19.568619	 0.023559	 0.011011	 0.059873	 0.056289	 0.066023	 0.212831	 0.106838	 0.105752
249 -14.508421	 0.056333	 0.019948	 0.104185	 0.060287	 0.097794	 0.155888	 0.108924	 0.169224
250 -17.777962	 0.031598	 0.040465	 0.060189	 0.051882	 0.080794	 0.183387	 0.113868	 0.142087
251 16.925064	 0.065429	 0.012574	 0.063769	 0.032979	 0.078997	 0.248774	 0.110671	 0.166262
